FBgn	Symbol	FullName	Symbol_synonym(s)
FBgn0041835	Eth-AR217	Eth-AR217	Eth[AR]217|Eth[AR]217
FBgn0041836	Eth-AR209	Eth-AR209	Eth[AR]209|Eth[AR]209
FBgn0041837	Eth-AR206	Eth-AR206	Eth[AR]206|Eth[AR]206
FBgn0041838	Eth-AR205	Eth-AR205	Eth[AR]205|Eth[AR]205
FBgn0041839	E(Sev-CycE)G66	E(Sev-CycE)G66	
FBgn0041841	E(Sev-CycE)E44	E(Sev-CycE)E44	
FBgn0041842	E(Sev-CycE)E19	E(Sev-CycE)E19	
FBgn0041843	E(Sev-CycE)D50	E(Sev-CycE)D50	
FBgn0041844	E(Sev-CycE)D45	E(Sev-CycE)D45	
FBgn0041845	E(Sev-CycE)A14	E(Sev-CycE)A14	
FBgn0042083	Mccc2	Methylcrotonoyl-CoA carboxylase 2	CG3267|FBgn0042083|MCCC2_DROME|l(2)4524
FBgn0042084	Bap26	Brahma associated protein 26kD	BAP26
FBgn0042085	Bap170	Brahma associated protein 170kD	BAP 170|BAP170|BcDNA:GH12174|CG3274|bap170|hfl
FBgn0042086	Tsp42Eb	Tetraspanin 42Eb	BEST:LP06288|CG18816|Dm.Tsp42Eb|LP06288|Tetrasp42Eb
FBgn0042092	Polr1F	RNA polymerase I subunit F	BEST:GH23590|CG13773|RPA43|dA43
FBgn0042094	Ak3	Adenylate kinase 3	AK3|Adk3|CG6612|DAK3|Dak3|bs12h03.y1
FBgn0042097	yeti-MBT	yeti Malignant Brain Tumor	yeti
FBgn0042098	CG18735		SP22
FBgn0042101	CG18744		
FBgn0042102	CG18745		
FBgn0042103	CG18746		
FBgn0042104	CG18747		Q9I7L1_DROME
FBgn0042105	CG18748		CR18748
FBgn0042106	CG18754		SP61|cSP61
FBgn0042110	CG18765		Dro25-0
FBgn0042111	CG18766		CG5995
FBgn0042112	mRpL36	mitochondrial ribosomal protein L36	BcDNA:GM01757|CG18767|RpL36
FBgn0042118	Cpr65Ax2	Cuticular protein 65Ax2	BcDNA:RE62456|CG18777|DmelCpr65Ax2
FBgn0042119	Cpr65Au	Cuticular protein 65Au	BcDNA:GH21145|CG18778|DmelCpr65Au
FBgn0042125	CG18787		
FBgn0042126	CG18788		
FBgn0042127	CG18789		
FBgn0042129	OS9	Olfactory-specific 9	CG18806|OS9
FBgn0042130	CG18807		
FBgn0042131	CG18808		
FBgn0042132	CG18809		CG1809
FBgn0042133	CG18810		
FBgn0042134	Capr	Caprin	CG18811|Caprin|NEST:bs19b07|anon-WO0118547.253|capr|dCaprin|dFAP
FBgn0042135	Gdap2	Gdap2	CG12040|CG18812|CG18813|Gdap2
FBgn0042137	CG18814		
FBgn0042138	Apt1	Acyl-protein thioesterase 1	APT1|CG18815|anon-EST:Posey232
FBgn0042141	CG18818		
FBgn0042142	CG18819		
FBgn0042143	CG18820		
FBgn0042144	CG18821		
FBgn0042145	CG18822		
FBgn0042146	CG18823		
FBgn0042147	CG18824		
FBgn0042148	CG18825		
FBgn0042149	CG18826		
FBgn0042150	CG18827		
FBgn0042151	CG18828		
FBgn0042152	CG18829		
FBgn0042154	CG18831		
FBgn0042155	CG18832		
FBgn0042156	CG18833		
FBgn0042157	CG18834		
FBgn0042158	CG18835		
FBgn0042159	CG18836		
FBgn0042160	CG18837		
FBgn0042163	CG18843		
FBgn0042164	CG18844		
FBgn0042165	CG18845		
FBgn0042166	CG18846		
FBgn0042167	CG18847		
FBgn0042168	CG18848		
FBgn0042169	CG18849		
FBgn0042170	CG18850		
FBgn0042173	CG18853		143303_at|CG18853-PA
FBgn0042175	CG18858		38C.53
FBgn0042177	Arts	Artemis	CG18219|CG18860|CG32164
FBgn0042178	Apl	Apollo	CG18218|CG18861|CG32165|Imp4/5|anon-73Bb
FBgn0042179	Ugt305A1	UDP-glycosyltransferase family 305 member A1	CG18869|Tes36|anon-WO0140519.104|anon-WO0153538.77
FBgn0042180	CG18870		anon-57Fa
FBgn0042182	CG18749		CG18238|CG31188
FBgn0042184	CG18189		
FBgn0042185	MCU	Mitochondrial calcium uniporter	CG18769|CG8352|dMCU1
FBgn0042186	CG17239		SP138
FBgn0042187	CG17234		SP113
FBgn0042189	CG17376		CG18461|bs29c06.y1
FBgn0042198	CG16741		CG18463
FBgn0042199	CG13713		CG18465|HL2
FBgn0042201	Nplp3	Neuropeptide-like precursor 3	BcDNA:RH16169|CG13061|CG18502|NPLP3|NpIp3|SHA|VVIamide|nplp3
FBgn0042205	CG18764		
FBgn0042206	GstD10	Glutathione S transferase D10	CG17392|CG18548|DmGSTD10|GSTD10|gstd10
FBgn0042207	CG18530		CG12294
FBgn0042213	CG18731		
FBgn0042221	CG12435		CG18588
FBgn0042625	zaro-4	zaro-4	
FBgn0042627	FASN2	Fatty acid synthase 2	CG3524|DM_7295849|FAS|FAS-mb|FAS2|FASN|FASN[CG3524]|FASN[CG3524]|FAS[CG3524]|FAS[CG3524]|fasn|fasn2|mFAS|v(2)k05816
FBgn0042630	Sox21b	Sox21b	CG13483|CG32139|CG6419|SOXB2.2|Sox B2-2|Sox21B|SoxB2.2
FBgn0042633	l(3)S134408b	lethal (3) S134408b	1344/08|l(3)134408|l(3)S134408
FBgn0042634	l(3)S099801b	lethal (3) S099801b	0998/01|l(3)099801|l(3)S099801
FBgn0042635	l(3)S024314b	lethal (3) S024314b	0243/14|l(3)024314|l(3)S024314
FBgn0042640	fz::fz2	fz::fz2	
FBgn0042641	frc	fringe connection	CG3874|FRC|Frc|UDP-GlcNAc/UDP-GlcUA|UST74C|anon-WO0172774.5|anon-WO0172774.7|dFRC|l(3)00073|l(3)02619|l(3)10098|l(3)L6750|l(3)S070006|l(3)j2E3|ust74C
FBgn0042642	fof	failure to fuse	
FBgn0042643	flexin	flexin	
FBgn0042646	elav::Sxl	elav::Sxl	
FBgn0042647	elav::Rbp9	elav::Rbp9	
FBgn0042648	elav::Hsap\ELAVL4	ELAVL4	
FBgn0042680	Rt1b\gag	Rt1b element gag	ORF1|Rt1b/gag|Waldo-A\gag
FBgn0042681	Rt1b\RTase	Rt1b element RTase	ORF2|Waldo-A\RTase
FBgn0042685	Tirant\pol	Tirant element pol	ORF2|pol
FBgn0042686	Tirant\gag	Tirant element gag	ORF1|gag
FBgn0042687	Tirant\env	Tirant element env	ORF3|env
FBgn0042691	Su(Ste)OR	Suppressor of Stellate orphon	SuSteOR
FBgn0042693	wrd	well-rounded	B'|B'/PR61|B56-1|BcDNA:GM05554|CG 7913|CG7901|CG7913|PP2A|PP2A B'|PP2A-B|PP2A-B'|PP2A[B'-1]|PP2A[B'-1]|Wrd|anon-WO0118547.420|dB56-1|dPP2A|dPP2A,B'|dPP2A-B56-1|i234|pp2A-B'|wrd
FBgn0042695	Nuk	Nuk	Dnuk
FBgn0042696	NfI	Nuclear factor I	CG2380|NFI
FBgn0042697	N-fa-swb-INS	Notch facet strawberry insulator element	Fa[swb]|Fa[swb]|fa[swb]|fa[swb]
FBgn0042701	CR12628	Microsomal glutathione S-transferase-like pseudogene	CG12628|CT35150|Mgstl-Psi|Mgstl-Psi|Mgstl-Ψ
FBgn0042710	Hex-t2	Hex-t2	CG32849|CG5443|HK|Hex|Hex-T2|anon-WO0140519.203
FBgn0042711	Hex-t1	Hex-t1	CG33102|CG5443|CG54430|DHK-453|HEX-t1|HK|Hex|Hex-T1
FBgn0042712	HBS1	HBS1	CG1898|Hbs1|hbs1
FBgn0043000	CycB::pim	CycB::pim	
FBgn0043001	Chrac-16	Chromatin accessibility complex 16kD protein	15736|20K protein|BcDNA:RE59557|CG15736|CHRAC|CHRAC-16|CHRAC16|Chrac16|joey
FBgn0043002	Chrac-14	Chromatin accessibility complex 14kD protein	13399|18K protein|55A11T|CG13399|CG32956|CHRAC|CHRAC-14|CHRAC14|Chrac14|ESTS:55A11T|PolE3|chrac-14|dChrac14|mary
FBgn0043005	prt	portabella	CG10251
FBgn0043010	Fsn	F-box synaptic protein	BEST:GH20696|CG4643|DFsn|FBXO2|FSN|Wals|dFsn|fsn
FBgn0043012	AP-2σ	Adaptor Protein complex 2, σ subunit	AP-2 sigma|AP-2sigma|AP2|AP2-sigma|AP2-sigma|AP2-σ|CG6056|aps2|cg6056|sigma2|σ2|sigma2-ada|σ2-ada
FBgn0043016	91R	91R	91-R
FBgn0043019	ttk::Hsap\BCL6	BCL6	
FBgn0043021	snRNA:U5:38ABb	small nuclear RNA U5 at 38AB b	38A U5|CR32880|K2|U5|U5 38ABb|U5 snRNA|U5-38ABb|U5:38ABb|U5snRNA|U5var:38ABb|dU5|snRNA:U5
FBgn0043022	snRNA:U5:38ABa	small nuclear RNA U5 at 38AB a	38A U5|CR32881|K2|U5|U5 38ABa|U5 snRNA|U5-38ABa|U5:38ABa|U5snRNA|U5var:38ABa|dU5|snRNA:U5
FBgn0043025	Adgf-A2	Adenosine deaminase-related growth factor A2	ADGF-A2|BcDNA:AT05468|CG32178|MSI|Msi
FBgn0043026	l(2)42Fa	lethal (2) 42Fa	
FBgn0043027	l(2)42Ec	lethal (2) 42Ec	
FBgn0043028	l(2)42Eb	lethal (2) 42Eb	
FBgn0043029	l(2)42Ea	lethal (2) 42Ea	
FBgn0043030	l(2)42Da	lethal (2) 42Da	
FBgn0043031	l(2)42Cd	lethal (2) 42Cd	
FBgn0043032	l(2)42Cc	lethal (2) 42Cc	
FBgn0043033	l(2)42Cb	lethal (2) 42Cb	
FBgn0043034	l(2)42Ca	lethal (2) 42Ca	
FBgn0043035	l(2)42Bi	lethal (2) 42Bi	
FBgn0043036	l(2)42Bh	lethal (2) 42Bh	
FBgn0043037	l(2)42Bg	lethal (2) 42Bg	
FBgn0043038	l(2)42Bf	lethal (2) 42Bf	
FBgn0043039	l(2)42Be	lethal (2) 42Be	
FBgn0043040	l(2)42Ba	lethal (2) 42Ba	
FBgn0043041	l(2)42Ab	lethal (2) 42Ab	
FBgn0043042	l(2)42Aa	lethal (2) 42Aa	
FBgn0043043	Desat2	Desaturase 2	7-11HD|CG5925|Desat2|Dmel NPTQ|Dmel NPTQ Z9|Fad|desat|desat 2|desat-2|desat2|desat2/Fad|ds2
FBgn0043046	cfo	centrosome fall off	
FBgn0043047	anon-60Af	anon-60Af	
FBgn0043048	anon-60Ae	anon-60Ae	
FBgn0043049	anon-60Ad	anon-60Ad	
FBgn0043050	anon-50Ea	anon-50Ea	T2|t2
FBgn0043053	Ivk\pol	Ivk element pol	You\pol
FBgn0043054	Ivk\gag	Ivk element gag	You\gag
FBgn0043058	Trl::ttk	Trl::ttk	
FBgn0043069	MESK4	Misexpression suppressor of KSR 4	BcDNA:LD15753|CG31447
FBgn0043070	MESK2	Misexpression suppressor of KSR 2	BcDNA:GH12032|BcDNA:LD27504|BcDNA:RH10174|CG15668|CG15669|Mesk2|l(2)01467|mesk2
FBgn0043074	HF-BXC	Homing Fragment	
FBgn0043347	EP3707	EP3707	
FBgn0043350	EP3474	EP3474	
FBgn0043351	EP3390	EP3390	EP(3)3390
FBgn0043353	EP3104	EP3104	
FBgn0043355	EP3015a	EP3015a	
FBgn0043356	EP2599	EP2599	
FBgn0043358	EP2409	EP2409	
FBgn0043362	bchs	blue cheese	Alfy|BcDNA:SD12984|Bchs|Beach1|CG14001|CG9011|DBEACH1|EP2299|alfy|bchd|beach
FBgn0043364	cbt	cabut	CG4427|Cabot|Cabut|Cbt|EP(2)2237|EP2237|cabut|dTIEG
FBgn0043365	EP2146a	EP2146a	EP(2)2146
FBgn0043366	EP2002b	EP2002b	
FBgn0043367	EP1581	BEST:RE35685	BEST:RE35685|EP(X)1581|EP1581|RE35685
FBgn0043368	EP1523	EP1523	
FBgn0043375	EP1216b	EP1216b	
FBgn0043378	EP1121a	EP1121a	
FBgn0043380	EP787	EP787	EP(2)0787|EP0787
FBgn0043383	EP596	EP596	EP0596
FBgn0043384	EP566b	EP566b	EP0566b
FBgn0043385	EP566a	EP566a	EP0566a
FBgn0043388	EP383	EP383	EP0383
FBgn0043454	EP639	BEST:SD02913	BEST:SD02913|SD02913
FBgn0043455	CG5986		BEST:LP03871
FBgn0043456	Ndf	Nucleosome-destabilizing factor	BEST:GH19401|BEST:LD22483|BEST:LD29743|CG4747|Dm_AI388468|LD29743|NDF|dNDF
FBgn0043457	CG5180		BEST:LD05530|LD05530
FBgn0043458	CG12084		BEST:LD02105|LD02105
FBgn0043467	064Ya	064Ya	
FBgn0043470	λTry	λTry	CG12350|LambdaTry|SP76|lambdaTry
FBgn0043471	κTry	κTry	CG12388|KappaTry|SPH109|kappaTry
FBgn0043474	micropia\pol	micropia element pol	
FBgn0043475	micropia\gag	micropia element gag	
FBgn0043476	l(3)66EFj	lethal (3) 66EFj	
FBgn0043477	l(3)66EFi	lethal (3) 66EFi	
FBgn0043478	l(3)66EFh	lethal (3) 66EFh	
FBgn0043479	l(3)66EFg	lethal (3) 66EFg	
FBgn0043480	l(3)66EFf	lethal (3) 66EFf	
FBgn0043481	l(3)66EFe	lethal (3) 66EFe	
FBgn0043482	l(3)66EFd	lethal (3) 66EFd	
FBgn0043483	l(3)66EFc	lethal (3) 66EFc	
FBgn0043484	l(3)66EFb	lethal (3) 66EFb	
FBgn0043485	l(3)66EFa	lethal (3) 66EFa	
FBgn0043486	l(2)05271b	lethal (2) 05271b	l(2)05271
FBgn0043487	ins	inseparabile	
FBgn0043488	fs(3)66EFb	fs(3)66EFb	
FBgn0043489	fs(3)66EFa	fs(3)66EFa	
FBgn0043490	en::onecut	en::onecut	
FBgn0043491	flea\polyprotein	flea element polyprotein	blastopia\polyprotein
FBgn0043527	anon-AE003814.3	anon-AE003814.3	
FBgn0043529	anon-AE003814.1	anon-AE003814.1	
FBgn0043530	Obp51a	Odorant-binding protein 51a	51a|CG30473|DmelObp51a|Obp-c|anon-AE003812.1
FBgn0043532	Obp56i	Odorant-binding protein 56i	56I|56i|CG30448|DmelObp56i|Obp-a|anon-AE003794.2
FBgn0043533	Obp56f	Odorant-binding protein 56f	56f|CG30450|DmelObp56f|Obp-d|anon-AE003794.1
FBgn0043534	Obp57b	Odorant-binding protein 57b	57b|CG30142|DmelObp57b|OBP57b|Obp-e|anon-AE003792.2|obp57b
FBgn0043535	Obp57a	Odorant-binding protein 57a	57a|CG30141|DmelObp57a|OBP57a|Obp-f|Obp57c|anon-AE003792.1|obp57a
FBgn0043536	Obp57d	Odorant-binding protein 57d	57d|CG30150|DmelObp57d|Dmel\Obp57d|OBP57d|Obp-g|Obp57e|anon-AE003791.1
FBgn0043539	Obp22a	Odorant-binding protein 22a	22a|CG31941|DmelObp22a|Obp-b|anon-AE003584.1|obp22
FBgn0043543	anon-AE003534.1	anon-AE003534.1	
FBgn0043546	anon-AE002656.1	anon-AE002656.1	
FBgn0043548	anon-12Bb	anon-12Bb	cDNA F5
FBgn0043549	anon-12Ba	anon-12Ba	cDNA F3
FBgn0043550	Tsp68C	Tetraspanin 68C	CG32136|Dm.Tsp68C|Tsp68c
FBgn0043553	Su(ro[DOM])923	Su(ro[DOM])923	
FBgn0043554	Su(ro[DOM])519	Su(ro[DOM])519	
FBgn0043555	Su(ro[DOM])345	Su(ro[DOM])345	
FBgn0043556	Su(ro[DOM])3023	Su(ro[DOM])3023	
FBgn0043557	Su(ro[DOM])2014	Su(ro[DOM])2014	
FBgn0043558	Su(ro[DOM])1993	Su(ro[DOM])1993	
FBgn0043559	Su(ro[DOM])1480	Su(ro[DOM])1480	
FBgn0043560	Su(hh)VII	Su(hh)VII	
FBgn0043561	Su(hh)VI	Su(hh)VI	
FBgn0043562	Su(hh)V	Su(hh)V	
FBgn0043563	Su(hh)IV	Su(hh)IV	
FBgn0043564	Su(hh)III	Su(hh)III	
FBgn0043565	Su(hh)II	Su(hh)II	
FBgn0043566	Su(hh)I	Su(hh)I	
FBgn0043571	SK2-3	SK2-3	
FBgn0043572	S(faf)86	S(faf)86	
FBgn0043573	S(faf)244	S(faf)244	
FBgn0043574	S(faf)196	S(faf)196	
FBgn0043575	PGRP-SC2	Peptidoglycan recognition protein SC2	CG14745|CG14745 PGRP|PCRP-SC2|PGRP-SC|pgrp-sc|pgrp-sc2
FBgn0043576	PGRP-SC1a	Peptidoglycan recognition protein SC1a	CG14746|PGRP SC|PGRP-SC|PGRP-SC1|PGRP-SC1A|pgrp-sc|pgrp-sc1|picky
FBgn0043577	PGRP-SB2	Peptidoglycan recognition protein SB2	CG9697|PGRP-SB
FBgn0043578	PGRP-SB1	Peptidoglycan recognition protein SB1	142657_at|CG9681|PGRP SB1|PGRP-SB
FBgn0043580	MESK3	Misexpression Suppressor of KDN 3	
FBgn0043581	MESK1	Misexpression Suppressor of KDN 1	
FBgn0043586	EP595b	EP595b	EP(3)0595b|EP0595b
FBgn0043587	EP595a	EP595a	EP0595a
FBgn0043588	EK3-3	EK3-3	
FBgn0043589	EK2-7	EK2-7	
FBgn0043590	EK2-5	EK2-5	
FBgn0043591	E(ro[DOM])50	E(ro[DOM])50	
FBgn0043592	E(ro[DOM])3222	E(ro[DOM])3222	
FBgn0043593	E(ro[DOM])2409	E(ro[DOM])2409	
FBgn0043594	E(ro[DOM])2051	E(ro[DOM])2051	
FBgn0043595	E(ro[DOM])1801	E(ro[DOM])1801	
FBgn0043596	E(ro[DOM])1777	E(ro[DOM])1777	
FBgn0043597	E(ro[DOM])1065	E(ro[DOM])1065	
FBgn0043781	Burdock\pol	Burdock element pol	
FBgn0043782	Burdock\gag	Burdock element gag	
FBgn0043783	CG32444		BcDNA:GH08902|CG12562|CG14576|CT3430|aldose 1-epi
FBgn0043784	Bari1\ORF	Bari1 element ORF	Bari-1
FBgn0043791	phu	phurba tashi	154821_at|Alp3|BEST:LD38109|CG8147
FBgn0043792	CG30427		BEST:LD36843|CG18680|CG2858
FBgn0043796	CG12219		BEST:LD26135
FBgn0043799	CG31381		BEST:LD10347
FBgn0043806	CG32032		BEST:GH25183|BcDNA:RH42907
FBgn0043825	CG18284		Acp|BEST:GH10507
FBgn0043841	vir-1	virus-induced RNA 1	BEST:GH02216|CG15493|CG31764|CG5453|Vir-1|Vir1|vir1
FBgn0043845	Ama::Nrg	Ama::Nrg	
FBgn0043846	412\ORF4	412 element ORF4	ORF4
FBgn0043847	412\ORF3	412 element ORF3	ORF3
FBgn0043848	412\ORF2	412 element ORF2	ORF2
FBgn0043849	412\ORF1	412 element ORF1	ORF1
FBgn0043850	2033	2033	
FBgn0043851	wwg	wrinkled wing	
FBgn0043852	vizhichai	vizhichai	
FBgn0043853	scaRNA:MeU5-C46	small Cajal body-specific RNA : MeU5-C46	CG31504|CR32863|MeU5-C46(U85)|U85|U85 scaRNA|U85scaRNA|chr3R:3298692..3298881|dU85|snoRNA:MeU5-C46|snoRNA:U85
FBgn0043854	slam	slow as molasses	CG9506|Slam|wdo
FBgn0043856	roo\ORF	roo element ORF	ORF|env|gag|pol|roo|roo\env
FBgn0043857	rempD	reduced mechanoreceptor potentials D	
FBgn0043858	pf-8	pairing failure-8	CG8
FBgn0043859	pf-7	pairing failure-7	CG7
FBgn0043860	pf-6	pairing failure-6	CG6
FBgn0043861	pf-5	pairing failure-5	CG5
FBgn0043862	pf-4	pairing failure-4	CG4
FBgn0043863	pf-3	pairing failure-3	CG3
FBgn0043864	pf-2	pairing failure-2	CG2
FBgn0043865	SA-2	Stromalin-2	CG1|CG13916|SA2|SNM|anon-WO0109301.35|pf-1|snm
FBgn0043866	palido	palido	
FBgn0043869	nompJ	no mechanoreceptor potential J	
FBgn0043870	nompI	no mechanoreceptor potential I	
FBgn0043871	nompF	no mechanoreceptor potential F	
FBgn0043872	nompE	no mechanoreceptor potential E	
FBgn0043873	nertoo	nertoo	
FBgn0043874	nad1	nurse cell apoptosis defective-1	nad-1
FBgn0043876	micropia\polyprotein	micropia element polyprotein	
FBgn0043877	mecE	mechanosensory E	
FBgn0043882	mdg3\ORF	mdg3 element ORF	mdg3NC
FBgn0043883	mdg1\ORF	mdg1 element ORF	
FBgn0043884	mask	multiple ankyrin repeats single KH domain	CG18671|CG31138|CG33106|CG6268|CG6313|EC3-6|MASK|Mask|cg6313
FBgn0043886	l(3)S118602b	lethal (3) S118602b	1186/02|l(3)S118602
FBgn0043887	l(3)S118502b	lethal (3) S118502b	1185/02|l(3)S118502
FBgn0043888	l(3)C80	lethal (3) C80	
FBgn0043889	l(3)C416	lethal (3) C416	
FBgn0043890	l(3)C101	lethal (3) C101	
FBgn0043891	l(3)113	lethal (3) 113	
FBgn0043892	l(1)U93	lethal (1) U93	
FBgn0043893	l(1)C31	lethal (1) C31	
FBgn0043895	im(1)457	im(1)457	
FBgn0043896	im(1)179	im(1)179	FB179
FBgn0043897	gsb::prd	gsb::prd	
FBgn0043898	gsb::Poxn	gsb::Poxn	gsb::Pox-n
FBgn0043899	gsb::Mmus\Pax3	Pax3	
FBgn0043900	pygo	pygopus	BEST:LD21971|CG11518|Dm Pygo|Pygo|anon-WO02077023.1|dPygo|gam|pNB5.2|pyg|pypo
FBgn0043902	fad	fat-head	
FBgn0043903	dome	domeless	142932_at|CG14226|CT33841|DOME|Dom|Dome|Domeless|anon-18DEb|domeMESO|l(1)G0217|l(1)G0218|l(1)G0264|l(1)G0282|l(1)G0321|l(1)G0367|l(1)G0405|l(1)G0441|l(1)G0468|mom|vsp
FBgn0043905	bns	bird's nest soup	San|span
FBgn0043962	anon-19Ca	anon-19Ca	
FBgn0043967	U5E3sis	U5E3sis	
FBgn0043968	U5E3	U5E3	
FBgn0043976	Su(tor)337-73	Su(tor)337-73	337-73
FBgn0043977	Su(tor)321-16-5	Su(tor)321-16-5	321-16-5
FBgn0043978	Su(tor)307-14	Su(tor)307-14	307-14
FBgn0043979	Su(tor)293-12-3	Su(tor)293-12-3	293-12-3
FBgn0043980	Su(rst)J45	Su(rst)J45	J45
FBgn0043981	Su(rst)G67	Su(rst)G67	G67
FBgn0043982	Su(rst)E392	Su(rst)E392	E392
FBgn0043983	Su(rst)E358	Su(rst)E358	E358
FBgn0043984	Su(rst)E304	Su(rst)E304	E304
FBgn0043985	Su(rst)E290	Su(rst)E290	E290
FBgn0043986	Su(rst)E252	Su(rst)E252	E252
FBgn0043987	Su(rst)E218	Su(rst)E218	E218
FBgn0043988	Su(rst)E156	Su(rst)E156	E156
FBgn0043989	Su(rst)E124	Su(rst)E124	E124
FBgn0043990	Su(rst)E122	Su(rst)E122	E122
FBgn0043991	Su(rst)D63	Su(rst)D63	D63
FBgn0043992	Su(rst)D49	Su(rst)D49	D49
FBgn0043993	Su(rst)D231	Su(rst)D231	D231
FBgn0043994	Su(rst)D207	Su(rst)D207	D207
FBgn0043995	Su(rst)D124	Su(rst)D124	D124
FBgn0043996	Su(rst)D121	Su(rst)D121	D121
FBgn0043997	Su(rst)C94	Su(rst)C94	C94
FBgn0043998	Su(rst)C478	Su(rst)C478	C478
FBgn0043999	Su(rst)C451	Su(rst)C451	C451
FBgn0044000	Su(rst)C40	Su(rst)C40	C40
FBgn0044001	Su(rst)C379	Su(rst)C379	C379
FBgn0044002	Su(rst)C352	Su(rst)C352	C352
FBgn0044003	Su(rst)C233	Su(rst)C233	C233
FBgn0044004	Su(rst)C195	Su(rst)C195	C195
FBgn0044005	Su(rst)C134	Su(rst)C134	C134
FBgn0044006	Su(rst)C103	Su(rst)C103	C103
FBgn0044007	Su(rst)B52	Su(rst)B52	B52
FBgn0044008	Su(rst)B188	Su(rst)B188	B188
FBgn0044009	Su(rst)B183	Su(rst)B183	B183
FBgn0044010	Su(rst)B16	Su(rst)B16	B16
FBgn0044011	Spn43Ad	Serpin 43Ad	CG1859
FBgn0044014	Smac49a	Smac49a	
FBgn0044017	Scad67	Suppressor of constitutively activated Dpp signaling 67	
FBgn0044018	SY2-2	SY2-2	
FBgn0044019	S-element\T	S-element transposase	
FBgn0044020	Roc2	Regulator of cullins 2	BcDNA:RE61847|CG8998|Roc|TRET|dRoc2|roc2
FBgn0044024	PK4	Pocket 4	
FBgn0044025	PK19	Pocket 19	
FBgn0044026	PK11	Pocket 11	
FBgn0044027	Ori66Dβ	Ori66Dβ	Ori-beta|Ori-β|Oribeta|Oriβ|ori-beta|ori-β
FBgn0044028	Notum	Notum	CG13076|Not|Nt|Wf|anon-WO0118547.482|anon-WO03062410.10|anon-WO03062410.8|l(3)72CDf|l(3)72Da|notum|ntm|wf
FBgn0044029	NOF\ORF	NOF element ORF	
FBgn0044030	mRpS14	mitochondrial ribosomal protein S14	CG12211|CG32531|MRP-S14|MrpS14|S14|cg12211|mRPS14
FBgn0044031	Mod(rst)K58	Mod(rst)K58	K58
FBgn0044032	Mod(rst)K46	Mod(rst)K46	K46
FBgn0044033	Mod(rst)K35	Mod(rst)K35	K35
FBgn0044034	Mod(rst)E188	Mod(rst)E188	E188
FBgn0044035	Mod(rst)D264	Mod(rst)D264	D264
FBgn0044036	Mod(rst)D252	Mod(rst)D252	D252
FBgn0044037	Mod(rst)B42	Mod(rst)B42	B42
FBgn0044040	Masc29a	Masc29a	
FBgn0044045	J3220	J3220	
FBgn0044046	Ilp7	Insulin-like peptide 7	CG13317|DILP|DILP 7|DILP-7|DILP7|DILPs|Dilp|Dilp 7|Dilp7|ILP7|ILPs|Ilp|Ilp-7|dILP7|dIlp7|dilp|dilp-7|dilp7|dlp|ilp7
FBgn0044047	Ilp6	Insulin-like peptide 6	CG14049|DILP|DILP 6|DILP-6|DILP6|DILPs|DIlP6|Dilp|Dilp 6|Dilp6|ILP6|ILPs|Ilp|Ilp-6|aIGF|aIGF-short|dILP-6|dILP6|dIlp6|dilp|dilp-6|dilp6|dlp|ilp6
FBgn0044048	Ilp5	Insulin-like peptide 5	CG33273|DILP|DILP 5|DILP-5|DILP5|DILPs|Dilp|Dilp 5|Dilp-5|Dilp5|ILP5|ILPs|Ilp|Ilp-5|dILP-5|dILP5|dIlp5|dilp|dilp-5|dilp5|dipl5|dlp|ilp5
FBgn0044049	Ilp4	Insulin-like peptide 4	A|BcDNA:RE27042|CG6736|DILP|DILP 4|DILP-4|DILP4|DILPs|Dilp|Dilp 4|Dilp4|Dirlp|ILP4|ILPs|Ilp|Ilp-4|Mes3|anon-EST:CLB3|dILP4|dIlp4|dilp|dilp-4|dilp4|dlp|ilp4|mes3
FBgn0044050	Ilp3	Insulin-like peptide 3	CG14167|DILP|DILP 3|DILP-3|DILP3|DILPs|Dilp|Dilp 3|Dilp-3|Dilp3|ILP3|ILPs|IlP3|Ilp|Ilp-3|dILP-3|dILP3|dILp3|dIlp3|dilp|dilp-3|dilp3|dipl3|dlp|dlp3|ilp3
FBgn0044051	Ilp1	Insulin-like peptide 1	CG14173|DILP|DILP 1|DILP-1|DILP1|DILPs|Dilp|Dilp 1|Dilp-1|Dilp1|ILP1|ILPs|Ilp|Ilp-1|dILP|dILP1|dilp|dilp-1|dilp1|dlp|ilp1
FBgn0044055	HB\T	HB element transposase	
FBgn0044056	Gpal	Gpal	GPAL
FBgn0044057	GTD74-77.3	GTD74-77.3	
FBgn0044058	GTD74-61-3	GTD74-61-3	
FBgn0044059	GTD74-295-1	GTD74-295-1	
FBgn0044060	GTD74-236	GTD74-236	
FBgn0044061	GTD74-198	GTD74-198	
FBgn0044062	GTD74-135-2	GTD74-135-2	
FBgn0044063	GTD74-1	GTD74-1	
FBgn0044064	GTD1-1.1	GTD1-1.1	
FBgn0044065	GT7-45	GT7-45	
FBgn0044066	GT49-2-4	GT49-2-4	
FBgn0044067	GATE\polyprotein	GATE element polyprotein	
FBgn0044068	F72	F72	
FBgn0044069	E(rst)K45	E(rst)K45	K45
FBgn0044070	E(rst)K166	E(rst)K166	K166
FBgn0044071	E(rst)K137	E(rst)K137	K137
FBgn0044072	E(rst)J76	E(rst)J76	J76
FBgn0044073	E(rst)J25	E(rst)J25	J25
